Date,Temp_avg,Relative_Humidity,Wind_kmh,Precipitation_mm,Week_Number
2013-08-25,27.400000000000002,80.01428571428572,6.642857142857143,87.19999999999999,34
2013-09-01,27.357142857142858,83.35714285714286,6.242857142857143,23.066666666666666,35
2013-09-08,26.17142857142857,87.67142857142858,6.257142857142857,162.63333333333333,36
2013-09-15,26.457142857142856,84.95714285714287,6.3428571428571425,10.6,37
2013-09-22,28.157142857142855,77.22857142857143,5.7,0.0,38
2013-09-29,28.7,75.78571428571429,6.728571428571429,27.2,39
2013-10-06,28.099999999999998,78.02857142857144,8.0,38.9,40
2013-10-13,27.87142857142857,78.87142857142858,7.442857142857143,0.6000000000000001,41
2013-10-20,27.485714285714288,81.64285714285714,8.5,1.0,42
2013-10-27,27.32857142857143,81.92857142857143,6.728571428571429,21.8,43
2013-11-03,26.771428571428572,85.88571428571429,4.585714285714286,33.300000000000004,44
2013-11-10,26.87142857142857,86.42857142857143,5.357142857142857,106.0,45
2013-11-17,26.87142857142857,85.39999999999999,5.3,30.8,46
2013-11-24,26.82857142857143,85.32857142857142,5.414285714285714,8.9,47
2013-12-01,27.728571428571428,83.94285714285715,5.371428571428572,20.7,48
2013-12-08,26.185714285714287,90.84285714285714,4.785714285714286,29.4,49
2013-12-15,27.12857142857143,85.8,4.685714285714285,1.2,50
2013-12-22,27.67142857142857,82.64285714285714,6.742857142857143,20.599999999999998,51
2013-12-29,27.0,83.74285714285715,5.014285714285714,15.1,52
2014-01-05,26.435714285714287,85.12142857142858,5.1499999999999995,45.9,1
2014-01-12,26.52857142857143,83.97142857142856,5.6,28.7,2
2014-01-19,26.157142857142855,78.98571428571428,3.6714285714285717,36.0,3
2014-01-26,26.47142857142857,72.1,4.128571428571428,0.0,4
2014-02-02,26.87142857142857,71.01428571428572,5.028571428571429,0.0,5
2014-02-09,27.857142857142858,71.75714285714285,8.314285714285715,0.0,6
2014-02-16,28.457142857142856,72.12857142857142,6.6000000000000005,0.0,7
2014-02-23,28.985714285714288,68.75714285714285,5.7,0.0,8
2014-03-02,28.985714285714288,65.68571428571428,5.614285714285714,0.2,9
2014-03-09,28.814285714285713,71.62857142857142,5.671428571428572,14.2,10
2014-03-16,29.057142857142857,68.84285714285714,6.0,4.0,11
2014-03-23,27.228571428571428,82.52857142857144,5.2,61.9,12
2014-03-30,28.857142857142858,74.54285714285713,5.528571428571429,0.4,13
2014-04-06,27.642857142857142,83.2,5.185714285714285,67.0,14
2014-04-13,27.771428571428572,80.60000000000001,6.214285714285714,92.0,15
2014-04-20,28.142857142857142,79.5,6.4,9.366666666666667,16
2014-04-27,27.37142857142857,84.18571428571428,4.457142857142857,183.73333333333332,17
2014-05-04,28.014285714285712,82.81428571428572,5.142857142857143,4.18,18
2014-05-11,27.885714285714283,83.02857142857144,5.128571428571428,7.0200000000000005,19
2014-05-18,28.2,82.04285714285713,5.071428571428571,77.8,20
2014-05-25,27.557142857142857,82.60000000000001,5.514285714285714,1.7999999999999998,21
2014-06-01,28.228571428571428,81.95714285714287,5.2,30.8,22
2014-06-08,28.785714285714285,77.88571428571429,7.571428571428571,0.2,23
2014-06-15,30.428571428571427,71.9,6.3,8.7,24
2014-06-22,30.514285714285712,66.54285714285714,6.728571428571429,0.0,25
2014-06-29,29.957142857142856,70.44285714285715,6.185714285714285,0.4,26
2014-07-06,29.12857142857143,73.44285714285715,6.885714285714286,5.4,27
2014-07-13,29.2,73.91428571428571,5.8999999999999995,32.400000000000006,28
2014-07-20,29.771428571428572,67.52857142857142,6.128571428571428,0.0,29
2014-07-27,29.985714285714288,65.12857142857143,7.557142857142857,2.4,30
2014-08-03,28.814285714285713,74.39999999999999,6.371428571428572,0.0,31
2014-08-10,28.75714285714286,71.32857142857142,8.671428571428573,3.6,32
2014-08-17,27.042857142857144,81.7,6.828571428571428,9.799999999999999,33
2014-08-24,28.014285714285712,76.89999999999999,6.457142857142856,19.1,34
2014-08-31,27.357142857142858,79.15714285714286,6.228571428571429,31.099999999999998,35
2014-09-07,28.0,76.0,6.8,1.3,36
2014-09-14,28.157142857142855,75.87142857142858,6.571428571428571,33.900000000000006,37
2014-09-21,28.014285714285712,78.37142857142858,6.185714285714285,22.2,38
2014-09-28,27.414285714285715,80.35714285714286,6.142857142857143,11.7,39
2014-10-05,27.085714285714285,82.3,5.885714285714286,3.8,40
2014-10-12,28.74285714285714,71.97142857142856,6.028571428571429,1.2,41
2014-10-19,27.428571428571427,82.54285714285713,5.542857142857143,48.7,42
2014-10-26,27.085714285714285,83.0,5.485714285714286,38.2,43
2014-11-02,27.099999999999998,85.37142857142858,4.714285714285714,2.0,44
2014-11-09,27.599999999999998,79.95714285714287,5.6000000000000005,24.1,45
2014-11-16,26.914285714285715,84.27142857142857,4.971428571428571,86.85,46
2014-11-23,27.599999999999998,82.22857142857143,5.3428571428571425,29.300000000000004,47
2014-11-30,27.114285714285717,85.95714285714287,5.057142857142857,29.2,48
2014-12-07,27.3,85.34285714285714,4.557142857142857,20.0,49
2014-12-14,27.142857142857142,83.61428571428571,5.357142857142857,27.5,50
2014-12-21,27.25714285714286,84.47142857142856,4.6000000000000005,5.7,51
2014-12-28,26.357142857142858,89.07142857142857,4.271428571428571,101.7,52
2015-01-04,26.235714285714288,84.09285714285714,4.3,24.6,1
2015-01-11,27.042857142857144,81.88571428571429,4.857142857142857,57.4,2
2015-01-18,28.17142857142857,71.78571428571429,4.785714285714286,16.0,3
2015-01-25,27.25714285714286,75.98571428571428,4.557142857142857,26.7,4
2015-02-01,27.557142857142857,79.48571428571428,4.271428571428571,10.9,5
2015-02-08,27.857142857142858,69.41428571428571,4.814285714285714,45.199999999999996,6
2015-02-15,28.228571428571428,70.07142857142857,5.514285714285714,0.4,7
2015-02-22,28.357142857142858,73.22857142857143,5.542857142857143,38.6,8
2015-03-01,28.5,78.05714285714285,5.328571428571428,126.6,9
2015-03-08,27.900000000000002,79.10000000000001,5.985714285714286,1.4000000000000001,10
2015-03-15,27.857142857142858,78.04285714285716,5.228571428571429,97.2,11
2015-03-22,29.071428571428573,77.28571428571429,6.314285714285715,0.8999999999999999,12
2015-03-29,28.400000000000002,79.8142857142857,5.1571428571428575,35.7,13
2015-04-05,27.74285714285714,83.54285714285713,6.285714285714286,62.599999999999994,14
2015-04-12,28.557142857142857,79.75714285714285,5.3,80.93333333333334,15
2015-04-19,29.099999999999998,67.92857142857143,5.228571428571429,61.366666666666674,16
2015-04-26,28.87142857142857,71.38571428571429,5.914285714285714,14.4,17
2015-05-03,28.599999999999998,78.75714285714285,5.557142857142857,25.5,18
2015-05-10,29.24285714285714,78.35714285714286,5.571428571428571,2.7,19
2015-05-17,28.985714285714288,79.39999999999999,5.3428571428571425,28.35,20
2015-05-24,28.25714285714286,81.42857142857143,5.314285714285715,4.1000000000000005,21
2015-05-31,28.8,77.81428571428572,6.042857142857143,44.0,22
2015-06-07,28.0,82.08571428571429,5.585714285714286,4.6,23
2015-06-14,27.657142857142855,83.38571428571429,6.671428571428572,81.5,24
2015-06-21,28.571428571428573,77.92857142857143,5.442857142857143,14.399999999999999,25
2015-06-28,29.985714285714288,73.95714285714287,6.557142857142857,2.2,26
2015-07-05,29.085714285714285,76.92857142857143,6.442857142857143,9.4,27
2015-07-12,29.5,76.11428571428571,5.685714285714285,20.2,28
2015-07-19,29.214285714285715,79.02857142857144,7.171428571428572,25.999999999999996,29
2015-07-26,28.5,78.67142857142858,6.642857142857143,9.5,30
2015-08-02,27.542857142857144,81.98571428571428,6.128571428571428,26.900000000000002,31
2015-08-09,27.7,82.89999999999999,6.557142857142857,29.2,32
2015-08-16,28.514285714285712,81.12857142857142,7.385714285714286,0.6000000000000001,33
2015-08-23,28.37142857142857,80.98571428571428,6.871428571428572,34.3,34
2015-08-30,28.885714285714283,77.5,7.1571428571428575,0.2,35
2015-09-06,28.642857142857142,78.97142857142856,7.1000000000000005,43.1,36
2015-09-13,28.02857142857143,81.39999999999999,6.771428571428572,7.6000000000000005,37
2015-09-20,28.400000000000002,78.8,5.528571428571429,29.6,38
2015-09-27,27.842857142857145,79.58571428571429,5.757142857142857,114.60000000000001,39
2015-10-04,27.385714285714283,83.5,4.5285714285714285,5.4,40
2015-10-11,28.02857142857143,81.15714285714286,5.685714285714285,0.0,41
2015-10-18,27.3,83.91428571428571,4.571428571428571,12.600000000000001,42
2015-10-25,28.428571428571427,80.75714285714285,4.7,1.5,43
2015-11-01,27.142857142857142,82.72857142857143,5.0,103.26666666666667,44
2015-11-08,27.014285714285712,86.42857142857143,5.671428571428572,3.9333333333333336,45
2015-11-15,27.114285714285717,87.15714285714286,4.7,4.4,46
2015-11-22,26.671428571428574,88.54285714285713,5.128571428571428,29.0,47
2015-11-29,26.885714285714283,87.01428571428572,3.814285714285714,8.6,48
2015-12-06,26.885714285714283,85.62857142857142,3.814285714285714,35.5,49
2015-12-13,26.814285714285713,85.28571428571429,4.728571428571429,133.35,50
2015-12-20,26.585714285714285,82.88571428571427,5.514285714285714,21.15,51
2015-12-27,28.0,78.34285714285714,5.8,8.100000000000001,52
2016-01-03,27.607142857142858,76.43571428571428,4.328571428571428,7.6,53
2016-01-10,28.057142857142857,80.39999999999999,4.6000000000000005,10.5,1
2016-01-17,27.87142857142857,81.34285714285714,4.585714285714286,71.8,2
2016-01-24,27.657142857142855,80.51428571428572,5.614285714285714,14.8,3
2016-01-31,28.857142857142858,73.52857142857144,5.957142857142857,0.0,4
2016-02-07,27.62857142857143,82.24285714285715,4.585714285714286,21.9,5
2016-02-14,28.657142857142855,73.15714285714286,4.985714285714286,0.0,6
2016-02-21,27.82857142857143,75.7,4.6000000000000005,6.8,7
2016-02-28,28.52857142857143,69.27142857142857,5.8,2.1,8
2016-03-06,28.957142857142856,74.04285714285713,4.8428571428571425,16.4,9
2016-03-13,29.2,77.14285714285714,5.228571428571429,76.2,10
2016-03-20,29.014285714285712,79.3,4.2,32.39999999999999,11
2016-03-27,29.37142857142857,74.77142857142857,6.457142857142857,12.4,12
2016-04-03,29.52857142857143,68.94285714285715,5.1000000000000005,16.4,13
2016-04-10,29.428571428571427,76.51428571428572,4.742857142857143,1.4,14
2016-04-17,30.314285714285713,74.25714285714285,8.22857142857143,3.4,15
2016-04-24,30.02857142857143,75.14285714285714,5.457142857142856,59.4,16
2016-05-01,28.32857142857143,83.61428571428571,4.5,179.8,17
2016-05-08,28.314285714285713,83.88571428571429,3.8000000000000003,9.8,18
2016-05-15,28.228571428571428,84.22857142857143,4.742857142857143,4.066666666666666,19
2016-05-22,28.914285714285715,80.3,6.128571428571428,14.733333333333334,20
2016-05-29,29.25714285714286,78.88571428571429,5.285714285714286,3.6,21
2016-06-05,28.900000000000002,77.2,5.757142857142857,1.7999999999999998,22
2016-06-12,29.285714285714285,76.71428571428571,6.514285714285714,19.0,23
2016-06-19,27.62857142857143,82.39999999999999,5.242857142857143,101.0,24
2016-06-26,28.74285714285714,75.45714285714284,6.185714285714285,0.0,25
2016-07-03,30.099999999999998,70.84285714285714,5.857142857142857,0.0,26
2016-07-10,29.214285714285715,76.88571428571429,6.214285714285714,66.9,27
2016-07-17,27.857142857142858,82.68571428571428,4.914285714285714,18.6,28
2016-07-24,27.314285714285713,81.52857142857144,7.128571428571428,70.4,29
2016-07-31,28.02857142857143,77.01428571428572,5.385714285714286,6.8,30
2016-08-07,29.17142857142857,71.84285714285714,6.785714285714286,0.0,31
2016-08-14,29.12857142857143,73.14285714285714,6.328571428571428,4.4,32
2016-08-21,29.857142857142858,70.24285714285715,7.0,3.4,33
2016-08-28,29.085714285714285,72.95714285714286,6.857142857142857,99.0,34
2016-09-04,27.8,80.85714285714286,5.442857142857143,47.6,35
2016-09-11,28.085714285714285,76.54285714285713,6.7,98.4,36
2016-09-18,28.642857142857142,74.45714285714287,6.242857142857143,24.0,37
2016-09-25,28.957142857142856,71.87142857142858,8.442857142857143,0.2,38
2016-10-02,28.67142857142857,74.2,8.614285714285714,34.5,39
2016-10-09,28.67142857142857,74.04285714285713,8.27142857142857,113.7,40
2016-10-16,28.599999999999998,74.60000000000001,10.471428571428572,22.1,41
2016-10-23,28.67142857142857,75.5,5.428571428571429,28.7,42
2016-10-30,27.557142857142857,79.95714285714287,7.3428571428571425,24.1,43
2016-11-06,27.485714285714288,80.02857142857144,7.028571428571429,64.7,44
2016-11-13,26.957142857142856,83.91428571428571,5.085714285714286,40.6,45
2016-11-20,27.47142857142857,82.54285714285713,4.485714285714286,66.5,46
2016-11-27,27.442857142857143,84.39999999999999,5.6000000000000005,7.6,47
2016-12-04,26.642857142857142,87.07142857142857,5.2,48.4,48
2016-12-11,28.585714285714285,80.07142857142857,5.642857142857143,28.8,49
2016-12-18,27.214285714285715,82.55714285714285,6.971428571428571,57.6,50
2016-12-25,26.985714285714288,85.64285714285714,6.214285714285714,61.0,51
2017-01-01,27.228571428571428,83.71428571428571,5.071428571428571,51.2,52
2017-01-08,28.185714285714287,77.14285714285714,6.828571428571428,27.0,1
2017-01-15,28.8,75.88571428571429,6.171428571428572,0.8,2
2017-01-22,27.228571428571428,82.2,5.9,24.0,3
2017-01-29,25.599999999999998,87.68571428571428,5.728571428571429,64.0,4
2017-02-05,27.157142857142855,80.54285714285713,5.485714285714286,0.4,5
2017-02-12,28.542857142857144,75.2,8.342857142857143,15.2,6
2017-02-19,28.12857142857143,72.22857142857143,5.828571428571428,5.4,7
2017-02-26,27.642857142857142,83.67142857142858,6.328571428571428,3.6,8
2017-03-05,27.2,83.45714285714287,5.171428571428572,18.6,9
2017-03-12,27.7,80.72857142857143,5.2,9.2,10
2017-03-19,28.071428571428573,79.84285714285714,5.7,19.1,11
2017-03-26,28.099999999999998,80.55714285714285,6.785714285714286,45.0,12
2017-04-02,27.3,83.42857142857143,4.857142857142857,69.0,13
2017-04-09,28.47142857142857,77.15714285714286,7.185714285714285,3.9,14
2017-04-16,27.842857142857145,82.87142857142858,4.171428571428572,33.9,15
2017-04-23,27.842857142857145,81.5,5.957142857142856,89.4,16
2017-04-30,27.585714285714285,81.08571428571429,5.442857142857143,9.6,17
2017-05-07,27.114285714285717,83.97142857142856,4.6571428571428575,48.3,18
2017-05-14,27.914285714285715,80.15714285714286,4.685714285714285,14.399999999999999,19
2017-05-21,29.357142857142858,71.45714285714286,8.071428571428571,10.9,20
2017-05-28,28.17142857142857,80.78571428571429,5.214285714285714,20.4,21
2017-06-04,28.592857142857145,77.95714285714287,4.642857142857143,91.7,22
2017-06-11,28.957142857142856,73.14285714285714,4.885714285714286,3.0,23
2017-06-18,28.214285714285715,76.02857142857144,6.857142857142857,73.2,24
2017-06-25,28.157142857142855,74.95714285714287,4.8999999999999995,43.4,25
2017-07-02,28.099999999999998,76.95714285714287,4.942857142857143,41.800000000000004,26
2017-07-09,28.085714285714285,74.1,6.357142857142857,4.0,27
2017-07-16,27.2,77.77142857142857,5.871428571428572,83.0,28
2017-07-23,28.97142857142857,70.27142857142857,7.471428571428571,0.0,29
2017-07-30,28.985714285714288,72.47142857142858,5.957142857142857,19.5,30
2017-08-06,28.17142857142857,76.10000000000001,6.642857142857143,20.4,31
2017-08-13,27.228571428571428,80.07142857142857,5.885714285714286,57.0,32
2017-08-20,27.2,80.98571428571428,5.171428571428572,61.4,33
2017-08-27,28.542857142857144,71.94285714285715,7.071428571428571,57.0,34
2017-09-03,27.67142857142857,78.08571428571429,5.3,89.0,35
2017-09-10,27.157142857142855,81.88571428571429,5.171428571428572,12.2,36
2017-09-17,27.571428571428573,76.62857142857142,5.8,17.2,37
2017-09-24,27.071428571428573,79.98571428571428,5.271428571428571,38.0,38
2017-10-01,27.900000000000002,77.45714285714287,6.3,30.2,39
2017-10-08,27.02857142857143,80.31428571428572,6.257142857142857,39.0,40
2017-10-15,27.514285714285712,79.48571428571428,5.457142857142857,34.5,41
2017-10-22,29.414285714285715,70.31428571428572,6.057142857142857,0.0,42
2017-10-29,28.47142857142857,75.5,6.528571428571429,11.2,43
2017-11-05,26.985714285714288,82.25714285714285,4.214285714285714,19.0,44
2017-11-12,26.900000000000002,82.84285714285714,4.928571428571429,118.0,45
2017-11-19,27.228571428571428,81.81428571428572,5.257142857142857,26.2,46
2017-11-26,27.114285714285717,83.55714285714285,5.0,6.0,47
2017-12-03,26.728571428571428,85.81428571428572,6.385714285714286,8.0,48
2017-12-10,28.585714285714285,78.88571428571429,5.385714285714286,42.5,49
2017-12-17,27.685714285714287,81.6857142857143,4.771428571428571,12.4,50
2017-12-24,27.32857142857143,78.61428571428571,5.6000000000000005,0.8,51
2017-12-31,27.3,80.51428571428572,5.471428571428571,21.0,52
2018-01-07,26.192857142857143,85.20714285714287,3.471428571428571,39.3,1
2018-01-14,25.485714285714288,83.97142857142856,4.0285714285714285,94.2,2
2018-01-21,26.428571428571427,80.64285714285714,3.757142857142857,0.20000000000000004,3
2018-01-28,26.67142857142857,82.78571428571429,4.4714285714285715,2.5,4
2018-02-04,27.814285714285713,77.1857142857143,5.057142857142857,16.3,5
2018-02-11,27.7,69.02857142857142,4.8,8.0,6
2018-02-18,27.900000000000002,72.9,5.271428571428571,4.857142857142857,7
2018-02-25,27.385714285714283,79.65714285714286,4.228571428571429,23.142857142857142,8
2018-03-04,28.2,74.8,4.371428571428572,18.4,9
2018-03-11,27.914285714285715,76.78571428571429,4.928571428571429,27.0,10
2018-03-18,27.857142857142858,76.44285714285715,4.1,49.9,11
2018-03-25,27.7,77.78571428571429,4.928571428571429,6.7,12
2018-04-01,27.985714285714288,76.8142857142857,5.171428571428572,20.700000000000003,13
2018-04-08,28.071428571428573,77.35714285714286,4.871428571428572,15.0,14
2018-04-15,29.314285714285713,72.57142857142857,4.6000000000000005,0.0,15
2018-04-22,27.214285714285715,83.94285714285715,5.428571428571429,63.2,16
2018-04-29,28.47142857142857,77.35714285714286,6.485714285714286,39.2,17
2018-05-06,27.8,79.57142857142857,5.214285714285714,10.5,18
2018-05-13,28.885714285714283,74.34285714285714,6.642857142857143,73.6,19
2018-05-20,27.12857142857143,83.39999999999999,4.8,78.0,20
2018-05-27,27.071428571428573,84.45714285714287,4.557142857142858,4.166666666666667,21
2018-06-03,27.342857142857145,83.35714285714286,4.085714285714286,27.833333333333336,22
2018-06-10,29.185714285714287,76.64285714285714,5.057142857142857,0.2,23
2018-06-17,29.178571428571427,74.28571428571429,7.228571428571429,21.6,24
2018-06-24,27.17142857142857,82.07142857142857,4.914285714285714,4.0,25
2018-07-01,27.17142857142857,79.21428571428571,6.728571428571429,24.4,26
2018-07-08,27.25714285714286,79.15714285714286,5.528571428571429,58.0,27
2018-07-15,27.957142857142856,78.57142857142857,5.685714285714285,0.2,28
2018-07-22,29.400000000000002,71.67142857142856,8.142857142857142,0.0,29
2018-07-29,28.400000000000002,77.0,5.857142857142857,7.5,30
2018-08-05,27.685714285714287,78.71428571428571,5.242857142857143,62.6,31
2018-08-12,28.7,71.97142857142858,6.328571428571428,0.6000000000000001,32
2018-08-19,29.642857142857142,68.28571428571429,7.3428571428571425,1.2,33
2018-08-26,28.74285714285714,71.05714285714285,7.514285714285714,2.0,34
2018-09-02,28.185714285714287,73.39999999999999,6.1571428571428575,24.3,35
2018-09-09,26.8,79.47142857142856,4.585714285714286,89.2,36
2018-09-16,26.67142857142857,82.18571428571428,4.1000000000000005,20.0,37
2018-09-23,26.342857142857145,82.64285714285714,4.957142857142856,32.0,38
2018-09-30,27.928571428571427,77.14285714285714,6.071428571428571,18.2,39
2018-10-07,27.82857142857143,79.88571428571429,5.442857142857143,7.2,40
2018-10-14,26.042857142857144,86.85714285714286,6.2,354.1,41
2018-10-21,26.957142857142856,79.88571428571429,6.057142857142857,9.8,42
2018-10-28,27.185714285714287,81.64285714285714,5.728571428571429,17.57142857142857,43
2018-11-04,26.771428571428572,85.17142857142858,4.142857142857143,29.948571428571427,44
2018-11-11,27.25714285714286,81.42857142857143,4.3999999999999995,23.78,45
2018-11-18,27.62857142857143,84.47142857142856,4.171428571428572,22.6,46
2018-11-25,28.02857142857143,81.21428571428571,7.057142857142857,52.2,47
2018-12-02,27.52857142857143,85.94285714285715,4.828571428571428,60.4,48
2018-12-09,27.0,87.97142857142856,4.014285714285714,27.9,49
2018-12-16,26.842857142857145,88.12857142857142,4.814285714285715,17.1,50
2018-12-23,28.071428571428573,81.74285714285715,5.985714285714286,10.8,51
2018-12-30,27.7,82.60000000000001,7.314285714285715,26.4,52
2019-01-06,28.25,78.89285714285714,9.457142857142857,3.0,1
2019-01-13,28.557142857142857,79.47142857142856,4.814285714285715,27.6,2
2019-01-20,28.157142857142855,80.38571428571429,4.542857142857143,7.5,3
2019-01-27,27.97142857142857,80.67142857142858,4.371428571428572,57.2,4
2019-02-03,28.271428571428572,79.98571428571428,4.357142857142857,3.4000000000000004,5
2019-02-10,28.228571428571428,82.01428571428572,4.6571428571428575,0.6000000000000001,6
2019-02-17,28.642857142857142,75.37142857142858,5.071428571428571,0.0,7
2019-02-24,28.285714285714285,81.45714285714287,5.1571428571428575,24.0,8
2019-03-03,28.75714285714286,77.65714285714286,4.057142857142857,0.4,9
2019-03-10,29.071428571428573,77.07142857142857,5.5,10.500000000000002,10
2019-03-17,29.02857142857143,74.94285714285715,5.528571428571429,23.5,11
2019-03-24,29.585714285714285,73.94285714285715,7.485714285714287,3.8000000000000003,12
2019-03-31,28.485714285714288,81.5,5.642857142857143,29.0,13
