Date,Temp_avg,Relative_Humidity,Wind_kmh,Precipitation_mm,Week_Number,Year
2018-09-23,26.342857142857145,82.64285714285714,4.957142857142856,32.0,351,2018
2018-09-30,27.928571428571427,77.14285714285714,6.071428571428571,18.2,352,2018
2018-10-07,27.82857142857143,79.88571428571429,5.442857142857143,7.2,353,2018
2018-10-14,26.042857142857144,86.85714285714286,6.2,354.1,354,2018
2018-10-21,26.957142857142856,79.88571428571429,6.057142857142857,9.8,355,2018
2018-10-28,27.185714285714287,81.64285714285714,5.728571428571429,17.57142857142857,356,2018
2018-11-04,26.771428571428572,85.17142857142858,4.142857142857143,29.948571428571427,357,2018
2018-11-11,27.25714285714286,81.42857142857143,4.3999999999999995,23.78,358,2018
2018-11-18,27.62857142857143,84.47142857142856,4.171428571428572,22.6,359,2018
2018-11-25,28.02857142857143,81.21428571428571,7.057142857142857,52.2,360,2018
2018-12-02,27.52857142857143,85.94285714285715,4.828571428571428,60.4,361,2018
2018-12-09,27.0,87.97142857142856,4.014285714285714,27.9,362,2018
2018-12-16,26.842857142857145,88.12857142857142,4.814285714285715,17.1,363,2018
2018-12-23,28.071428571428573,81.74285714285715,5.985714285714286,10.8,364,2018
2018-12-30,27.7,82.60000000000001,7.314285714285715,26.4,365,2018
2019-01-06,28.25,78.89285714285714,9.457142857142857,3.0,366,2019
2019-01-13,28.557142857142857,79.47142857142856,4.814285714285715,27.6,367,2019
2019-01-20,28.157142857142855,80.38571428571429,4.542857142857143,7.5,368,2019
2019-01-27,27.97142857142857,80.67142857142858,4.371428571428572,57.2,369,2019
2019-02-03,28.271428571428572,79.98571428571428,4.357142857142857,3.4000000000000004,370,2019
2019-02-10,28.228571428571428,82.01428571428572,4.6571428571428575,0.6000000000000001,371,2019
2019-02-17,28.642857142857142,75.37142857142858,5.071428571428571,0.0,372,2019
2019-02-24,28.285714285714285,81.45714285714287,5.1571428571428575,24.0,373,2019
2019-03-03,28.75714285714286,77.65714285714286,4.057142857142857,0.4,374,2019
2019-03-10,29.071428571428573,77.07142857142857,5.5,10.500000000000002,375,2019
2019-03-17,29.02857142857143,74.94285714285715,5.528571428571429,23.5,376,2019
2019-03-24,29.585714285714285,73.94285714285715,7.485714285714287,3.8000000000000003,377,2019
2019-03-31,28.485714285714288,81.5,5.642857142857143,29.0,378,2019
2019-04-07,27.54285714285714,83.88571428571429,5.314285714285714,1.8,379,2019
2019-04-14,29.228571428571428,78.62857142857142,5.514285714285714,0.0,380,2019
2019-04-21,29.099999999999998,80.77142857142857,5.714285714285714,11.4,381,2019
2019-04-28,28.75714285714286,82.51428571428572,4.728571428571429,0.0,382,2019
2019-05-05,29.25714285714286,78.10000000000001,5.8999999999999995,10.2,383,2019
2019-05-12,29.32857142857143,75.72857142857143,9.142857142857142,2.0,384,2019
2019-05-19,29.3,77.94285714285715,6.757142857142857,0.30000000000000004,385,2019
2019-05-26,27.75714285714286,85.72857142857143,5.685714285714285,8.0,386,2019
2019-06-02,28.457142857142856,83.38571428571429,5.857142857142857,120.60000000000001,387,2019
2019-06-09,27.514285714285712,86.74285714285713,4.671428571428572,35.4,388,2019
2019-06-16,28.842857142857145,77.72857142857143,7.357142857142857,65.1,389,2019
2019-06-23,28.599999999999998,80.24285714285715,6.257142857142857,89.5,390,2019
2019-06-30,28.599999999999998,79.11428571428571,6.2,40.4,391,2019
2019-07-07,28.785714285714285,77.88571428571429,6.185714285714285,2.6,392,2019
2019-07-14,28.599999999999998,77.82857142857142,6.257142857142857,11.6,393,2019
2019-07-21,28.228571428571428,78.68571428571428,7.385714285714285,2.4,394,2019
2019-07-28,27.714285714285715,81.61428571428571,5.357142857142857,8.700000000000001,395,2019
2019-08-04,28.414285714285715,78.08571428571429,5.985714285714286,19.8,396,2019
2019-08-11,28.67142857142857,78.44285714285715,6.542857142857144,28.599999999999998,397,2019
2019-08-18,28.442857142857143,79.67142857142858,6.1571428571428575,13.5,398,2019
2019-08-25,28.157142857142855,80.34285714285714,5.671428571428572,10.3,399,2019
2019-09-01,28.085714285714285,77.25714285714285,6.185714285714285,0.6,400,2019
2019-09-08,29.114285714285717,76.28571428571429,6.728571428571429,28.0,401,2019
2019-09-15,29.02857142857143,77.64285714285714,5.985714285714286,0.0,402,2019
2019-09-22,28.557142857142857,78.08571428571429,6.357142857142857,0.2,403,2019
2019-09-29,27.771428571428572,80.54285714285713,5.971428571428571,93.0,404,2019
2019-10-06,26.928571428571427,84.7,4.814285714285715,35.628571428571426,405,2019
2019-10-13,26.82857142857143,85.95714285714287,4.942857142857143,22.671428571428567,406,2019
2019-10-20,26.97142857142857,87.21428571428571,4.828571428571428,18.700000000000003,407,2019
2019-10-27,27.085714285714285,86.54285714285713,5.985714285714286,46.714285714285715,408,2019
2019-11-03,27.25714285714286,84.45714285714287,5.3999999999999995,14.485714285714284,409,2019
2019-11-10,27.657142857142855,82.08571428571429,4.928571428571429,29.599999999999998,410,2019
2019-11-17,27.02857142857143,86.8,5.228571428571429,17.4,411,2019
2019-11-24,27.271428571428572,85.0,4.228571428571429,17.5,412,2019
2019-12-01,27.685714285714287,83.75714285714285,5.357142857142857,6.0,413,2019
2019-12-08,27.728571428571428,80.12857142857142,4.928571428571429,22.7,414,2019
2019-12-15,27.0,84.91428571428571,3.7285714285714286,30.7,415,2019
2019-12-22,26.74285714285714,88.10000000000001,4.185714285714286,15.4,416,2019
2019-12-29,27.414285714285715,85.68571428571428,4.314285714285715,10.7,417,2019
2020-01-05,28.407142857142855,79.64285714285714,5.1571428571428575,13.4,418,2020
2020-01-12,28.185714285714287,81.01428571428572,4.671428571428572,50.1,419,2020
2020-01-19,28.114285714285717,84.68571428571428,3.7714285714285714,19.4,420,2020
2020-01-26,29.2,78.75714285714285,5.8999999999999995,8.0,421,2020
2020-02-02,28.114285714285717,79.87142857142858,6.3,17.9,422,2020
2020-02-09,28.5,75.10000000000001,5.585714285714286,1.1,423,2020
2020-02-16,28.042857142857144,81.92857142857143,4.814285714285715,34.8,424,2020
2020-02-23,28.457142857142856,74.17142857142858,5.885714285714286,5.6,425,2020
2020-03-01,29.357142857142858,71.41428571428571,4.785714285714286,0.0,426,2020
2020-03-08,28.457142857142856,81.42857142857143,5.571428571428571,9.333333333333334,427,2020
2020-03-15,29.285714285714285,80.44285714285715,5.6000000000000005,0.6666666666666667,428,2020
2020-03-22,29.2,75.37142857142858,4.4714285714285715,13.0,429,2020
2020-03-29,28.5,82.14285714285714,3.7285714285714286,1.5,430,2020
2020-04-05,28.571428571428573,83.51428571428572,4.928571428571429,20.0,431,2020
2020-04-12,28.97142857142857,81.94285714285715,4.371428571428572,4.0,432,2020
2020-04-19,28.985714285714288,82.58571428571429,4.8,1.0,433,2020
2020-04-26,27.87142857142857,86.67142857142858,4.457142857142857,84.875,434,2020
2020-05-03,27.842857142857145,87.31428571428572,3.9,89.625,435,2020
2020-05-10,29.7,83.10000000000001,6.1000000000000005,0.0,436,2020
2020-05-17,29.52857142857143,80.92857142857143,6.9,6.2,437,2020
2020-05-24,29.5,79.0,6.6571428571428575,4.9,438,2020
2020-05-31,28.82857142857143,81.75714285714285,4.571428571428571,18.7,439,2020
2020-06-07,28.02857142857143,81.94285714285715,6.0,50.6,440,2020
2020-06-14,28.814285714285713,78.78571428571429,5.885714285714286,5.1,441,2020
2020-06-21,27.814285714285713,82.2,5.185714285714285,20.0,442,2020
2020-06-28,28.342857142857145,78.22857142857143,6.728571428571429,20.4,443,2020
2020-07-05,29.32857142857143,72.94285714285715,9.200000000000001,0.0,444,2020
2020-07-12,26.87142857142857,85.38571428571429,5.1571428571428575,18.0,445,2020
2020-07-19,27.428571428571427,83.42857142857143,5.171428571428572,8.0,446,2020
2020-07-26,27.37142857142857,84.37142857142858,5.385714285714286,37.3,447,2020
2020-08-02,28.157142857142855,78.47142857142858,6.614285714285714,61.5,448,2020
2020-08-09,29.67142857142857,71.24285714285715,8.1,0.0,449,2020
2020-08-16,28.885714285714283,75.8,5.428571428571429,7.2,450,2020
2020-08-23,28.25714285714286,78.72857142857143,6.342857142857143,3.4,451,2020
2020-08-30,28.728571428571428,75.3,6.357142857142857,2.4,452,2020
2020-09-06,27.614285714285717,81.87142857142858,6.457142857142857,3.0,453,2020
2020-09-13,27.585714285714285,81.97142857142856,6.571428571428571,24.0,454,2020
2020-09-20,28.02857142857143,79.0,6.3999999999999995,18.0,455,2020
2020-09-27,27.099999999999998,83.78571428571429,6.228571428571429,75.0,456,2020
2020-10-04,27.785714285714285,79.07142857142857,5.814285714285715,31.6,457,2020
2020-10-11,27.97142857142857,80.10000000000001,6.971428571428571,22.0,458,2020
2020-10-18,28.7,75.42857142857143,5.3,26.4,459,2020
2020-10-25,28.557142857142857,77.11428571428571,7.228571428571429,18.0,460,2020
2020-11-01,28.5,76.82857142857142,7.142857142857143,4.3,461,2020
2020-11-08,27.542857142857144,82.82857142857142,5.1571428571428575,10.8,462,2020
2020-11-15,28.514285714285712,78.8,5.557142857142857,15.0,463,2020
2020-11-22,27.12857142857143,86.55714285714285,5.028571428571429,2.0,464,2020
2020-11-29,26.342857142857145,85.92857142857143,5.085714285714286,87.0,465,2020
2020-12-06,27.62857142857143,78.98571428571428,4.057142857142857,32.2,466,2020
2020-12-13,27.342857142857145,81.14285714285714,4.571428571428571,20.6,467,2020
2020-12-20,26.228571428571428,84.87142857142858,4.8999999999999995,44.1,468,2020
2020-12-27,27.728571428571428,78.77142857142857,5.1000000000000005,8.0,469,2020
2021-01-03,26.85,83.975,3.7,28.4,470,2021
